Beacon Rssi
53 -68
53 -54
53 -74
53 -70
53 -68
53 -69
53 -67
53 -69
53 -68
53 -72
53 -68
53 -70
53 -75
53 -68
53 -76
53 -73
53 -73
54 -73
54 -73
54 -76
54 -80
54 -78
54 -77
54 -76
54 -77
54 -73
54 -72
54 -71
54 -71
54 -72
54 -72
54 -74
54 -74
54 -71
54 -74
54 -70
54 -69
54 -64
54 -64
54 -66
54 -65
54 -67
54 -66
54 -71
54 -68
54 -66
54 -65
54 -65
54 -65
54 -74
54 -72
54 -78
54 -72
54 -70
54 -72
54 -72
54 -71
54 -72
54 -71
54 -71
54 -71
55 -61
55 -60
55 -62
55 -59
55 -60
55 -59
55 -58
55 -58
55 -58
55 -58
55 -59
55 -60
55 -60
55 -59
55 -66
55 -72
55 -65
55 -63
55 -63
55 -64
55 -60
55 -63
55 -65
55 -63
55 -60
55 -60
55 -62
55 -62
55 -61
55 -61
55 -63
55 -61
55 -64
55 -65
55 -64
55 -62
55 -61
55 -62
55 -62
55 -62
56 -74
56 -71
56 -75
56 -75
56 -74
56 -73
56 -74
56 -73
56 -74
56 -74
56 -74
56 -75
56 -75
56 -72
56 -78
56 -78
56 -73
56 -72
56 -74
56 -72
56 -73
56 -72
56 -71
56 -72
56 -72
56 -72
56 -71
56 -72
56 -73
56 -75
56 -76
56 -75
56 -78
56 -79
56 -76
57 -80
57 -84
57 -80
57 -80
58 -79
58 -79
58 -83
58 -77
58 -78
58 -79
58 -80
58 -80
58 -81
58 -81
58 -78
58 -78
58 -82
58 -76
58 -78
58 -81
58 -78
58 -76
58 -76
58 -74
58 -75
58 -80
58 -76
58 -66
58 -76
58 -65
58 -76
58 -76
58 -76
58 -75
58 -78
58 -76
58 -77
58 -76
58 -76
59 -81
59 -81
59 -82
59 -83
59 -78
59 -83
59 -77
60 -84
60 -83
60 -80
60 -83
60 -84
60 -84
60 -82
60 -82
